institute_norm,institute_standardized,institute_std_method,institute_std_source
mawuli senior high,Mawuli Senior High,normalized_only,normalized_only
university malaysia kelantan,University Malaysia Kelantan,normalized_only,normalized_only
ghananian,Ghananian,normalized_only,normalized_only
mumuadu rural bank plc,Mumuadu Rural Bank Plc,normalized_only,normalized_only
high ages micro finance,high ages microfinance,manual_map,fuzzy_confirmed
milwee middle school,Milwee Middle School,normalized_only,normalized_only
gwinnett technical college,Gwinnett Technical College,normalized_only,normalized_only
panjab universty,Panjab Universty,normalized_only,normalized_only
west boylston,West Boylston,normalized_only,normalized_only
ecole de commerce,Ecole De Commerce,normalized_only,normalized_only
winter springs high school,Winter Springs High School,normalized_only,normalized_only
abuakwa,Abuakwa,normalized_only,normalized_only
splendid academy damanko,Splendid Academy Damanko,normalized_only,normalized_only
catholic education unit,Catholic Education Unit,normalized_only,normalized_only
suniya basic school,Suniya Basic School,normalized_only,normalized_only
oak city college,Oak City College,normalized_only,normalized_only
iut caen normandie,Iut Caen Normandie,normalized_only,normalized_only
gbetsile,Gbetsile,normalized_only,normalized_only
ofori panin senior high school,Ofori Panin Senior High School,normalized_only,normalized_only
maltaaba community bank,maltaaba community bank,manual_map,fuzzy_confirmed
nagies angels,Nagies Angels,normalized_only,normalized_only
house of hope prep jhs,House Of Hope Prep Jhs,normalized_only,normalized_only
institution,Institution,normalized_only,normalized_only
zeepay hq,zeepay,manual_map,fuzzy_confirmed
anadolu,Anadolu,normalized_only,normalized_only
novelty polytechnic kisha,Novelty Polytechnic Kisha,normalized_only,normalized_only
gea,Gea,normalized_only,normalized_only
axim girls shs,Axim Girls Shs,normalized_only,normalized_only
government,Government,normalized_only,normalized_only
lanbright royal academy,Lanbright Royal Academy,normalized_only,normalized_only
peki senior high tech,Peki Senior High Tech,normalized_only,normalized_only
cma,Cma,normalized_only,normalized_only
fatima farida academy,Fatima Farida Academy,normalized_only,normalized_only
making money,Making Money,normalized_only,normalized_only
webster university,Webster University,normalized_only,normalized_only
london business school,London Business School,normalized_only,normalized_only
texas a m university,Texas A M University,normalized_only,normalized_only
sejong,Sejong,normalized_only,normalized_only
n r b ltd,N R B Ltd,normalized_only,normalized_only
upsa,Upsa,normalized_only,normalized_only
pggcg42 girls,Pggcg42 Girls,normalized_only,normalized_only
greater manchester educational institute,Greater Manchester Educational Institute,normalized_only,normalized_only
nagies angei educationai centre,Nagies Angei Educationai Centre,normalized_only,normalized_only
agave rural bank plc,agave rural bank,manual_map,fuzzy_confirmed
english,English,normalized_only,normalized_only
smt sandraben shroff gnyan dham school,Smt Sandraben Shroff Gnyan Dham School,normalized_only,normalized_only
ahafo community bank plc,Ahafo Community Bank Plc,normalized_only,normalized_only
nwabiagya rural bank ltd,nwabiagya rural,manual_map,fuzzy_confirmed
universite caen normandie,Universite Caen Normandie,normalized_only,normalized_only
hong kong hang seng university,Hong Kong Hang Seng University,normalized_only,normalized_only
university of pprtharcourt,University Of Pprtharcourt,normalized_only,normalized_only
christ live in peace academy,Christ Live In Peace Academy,normalized_only,normalized_only
golden child college,Golden Child College,normalized_only,normalized_only
starlife insurance company,starlife assurance,manual_map,fuzzy_confirmed
shs pass forward,Shs Pass Forward,normalized_only,normalized_only
excelsior university,Excelsior University,normalized_only,normalized_only
awutu emasa rural bank plc,awutu emasa rural bank,manual_map,fuzzy_confirmed
cuny,Cuny,normalized_only,normalized_only
quinnipiac university,Quinnipiac University,normalized_only,normalized_only
waec,Waec,normalized_only,normalized_only
atu,Atu,normalized_only,normalized_only
tamale girls senior high school,Tamale Girls Senior High School,normalized_only,normalized_only
elpro international school,Elpro International School,normalized_only,normalized_only
universite versailles saint quentin en yvelines,Universite Versailles Saint Quentin En Yvelines,normalized_only,normalized_only
gh,Gh,normalized_only,normalized_only
pggcsector11 chandigarh,Pggcsector11 Chandigarh,normalized_only,normalized_only
kpessa rural bank ltd,kpassa rural bank,manual_map,fuzzy_confirmed
art,Art,normalized_only,normalized_only
mehisco,Mehisco,normalized_only,normalized_only
law,Law,normalized_only,normalized_only
offinso rural bank limited,Offinso Rural Bank Limited,normalized_only,normalized_only
coastal international school,Coastal International School,normalized_only,normalized_only
life legacy academy complex,Life Legacy Academy Complex,normalized_only,normalized_only
splendid academy,Splendid Academy,normalized_only,normalized_only
savior s kingdom academy,Savior S Kingdom Academy,normalized_only,normalized_only
hsuhk,Hsuhk,normalized_only,normalized_only
citizens rural bank ltd,Citizens Rural Bank Ltd,normalized_only,normalized_only
jackson heights middle school,Jackson Heights Middle School,normalized_only,normalized_only
akwatia technical institute,Akwatia Technical Institute,normalized_only,normalized_only
mawuko girls shs,Mawuko Girls Shs,normalized_only,normalized_only
fiagya rural bank ltd,fiagya rural bank,manual_map,fuzzy_confirmed
nkoranman rural bank plc,nkoranman rural bank,manual_map,fuzzy_confirmed
burma camp,Burma Camp,normalized_only,normalized_only
bonzali rural bank plc,Bonzali Rural Bank Plc,normalized_only,normalized_only
master,Master,normalized_only,normalized_only
acero,Acero,normalized_only,normalized_only
redan business and vocational institute,Redan Business And Vocational Institute,normalized_only,normalized_only
ksh,Ksh,normalized_only,normalized_only
fst,Fst,normalized_only,normalized_only
selangor,Selangor,normalized_only,normalized_only
y c a academy,Y C A Academy,normalized_only,normalized_only
stony brook university,Stony Brook University,normalized_only,normalized_only
university of rhode island,University Of Rhode Island,normalized_only,normalized_only
ecampus llc,ecampus education,manual_map,fuzzy_confirmed
wiregrass technical college,Wiregrass Technical College,normalized_only,normalized_only
general art,General Art,normalized_only,normalized_only
nagie s angels,Nagie S Angels,normalized_only,normalized_only
secondary,senior high school,normalized_only,fuzzy_confirmed
the hang seng university of hong kong,The Hang Seng University Of Hong Kong,normalized_only,normalized_only
visual art,Visual Art,normalized_only,normalized_only
evry courcouronnes,Evry Courcouronnes,normalized_only,normalized_only
st james seminary,St James Seminary,normalized_only,normalized_only
tigue middle school,Tigue Middle School,normalized_only,normalized_only
mogadishu university,Mogadishu University,normalized_only,normalized_only
nagie s angels edu centre,Nagie S Angels Edu Centre,normalized_only,normalized_only
st mary s girls vocational school,St Mary S Girls Vocational School,normalized_only,normalized_only
clayton state university,Clayton State University,normalized_only,normalized_only
lower pra rural bank,lower pra rural bank,manual_map,fuzzy_confirmed
starlife insurance,starlife assurance,manual_map,fuzzy_confirmed
utp,Utp,normalized_only,normalized_only
nkrankwanta area rural bank lt,Nkrankwanta Area Rural Bank Lt,normalized_only,normalized_only
college adventiste,College Adventiste,normalized_only,normalized_only
nagies angles educational centre,Nagies Angles Educational Centre,normalized_only,normalized_only
ab,Ab,normalized_only,normalized_only
learning center,Learning Center,normalized_only,normalized_only
coral reef innovation hub,Coral Reef Innovation Hub,normalized_only,normalized_only
fiaseman rural bank,fiaseman rural bank,manual_map,fuzzy_confirmed
sweet mother academy,Sweet Mother Academy,normalized_only,normalized_only
aggrey memorial,Aggrey Memorial,normalized_only,normalized_only
udsm,Udsm,normalized_only,normalized_only
weija presby jhs,Weija Presby Jhs,normalized_only,normalized_only
sha,Sha,normalized_only,normalized_only
teague middle school,Teague Middle School,normalized_only,normalized_only
school opoku ware,opoku ware senior high,manual_map,fuzzy_confirmed
hospitality,Hospitality,normalized_only,normalized_only
letshego ghana savings and loans,letshego savings and loans,manual_map,fuzzy_confirmed
degree college,Degree College,normalized_only,normalized_only
howard payne university,Howard Payne University,normalized_only,normalized_only
universiti malaysia kelantan,Universiti Malaysia Kelantan,normalized_only,normalized_only
meef,Meef,normalized_only,normalized_only
kaaseman rural bank limited,kaaseman rural bank,manual_map,fuzzy_confirmed
ist,Ist,normalized_only,normalized_only
uvsq,Uvsq,normalized_only,normalized_only
centre medical laafi la boumbou,Centre Medical Laafi La Boumbou,normalized_only,normalized_only
keiser university,Keiser University,normalized_only,normalized_only
adabie secondary school,Adabie Secondary School,normalized_only,normalized_only
vermont state university,Vermont State University,normalized_only,normalized_only
pggcg girls sector 11,Pggcg Girls Sector 11,normalized_only,normalized_only
bdjd,Bdjd,normalized_only,normalized_only
kwahu rural bank ltd,kwahu rural bank,manual_map,fuzzy_confirmed
usu,Usu,normalized_only,normalized_only
foundation education,Foundation Education,normalized_only,normalized_only
g e s,G E S,normalized_only,normalized_only
schools,Schools,normalized_only,normalized_only
georg august universitat,Georg August Universitat,normalized_only,normalized_only
athenstech,Athenstech,normalized_only,normalized_only
polytechnic,Polytechnic,normalized_only,normalized_only
nyakrom rural bank ltd,Nyakrom Rural Bank Ltd,normalized_only,normalized_only
sanford middle school,Sanford Middle School,normalized_only,normalized_only
banking,Banking,normalized_only,normalized_only
to god be the glory school complex,To God Be The Glory School Complex,normalized_only,normalized_only
kwahu rural bank,kwahu rural bank,manual_map,fuzzy_confirmed
sppu,Sppu,normalized_only,normalized_only
kalpohin shs,Kalpohin Shs,normalized_only,normalized_only
kwame nkrumah university of science and technology,Kwame Nkrumah University Of Science And Technology,normalized_only,normalized_only
tema accra,Tema Accra,normalized_only,normalized_only
dallas college cedar valley,Dallas College Cedar Valley,normalized_only,normalized_only
witty,Witty,normalized_only,normalized_only
abutiategbleve da jhs,Abutiategbleve Da Jhs,normalized_only,normalized_only
emmanuel presby,Emmanuel Presby,normalized_only,normalized_only
starlife gh com,Starlife Gh Com,normalized_only,normalized_only
test,Test,normalized_only,normalized_only
collins,Collins,normalized_only,normalized_only
richland collage,Richland Collage,normalized_only,normalized_only
pd studios,Pd Studios,normalized_only,normalized_only
kg,Kg,normalized_only,normalized_only
mponua rural bank plc,mponua rural bank,manual_map,fuzzy_confirmed
accounting,Accounting,normalized_only,normalized_only
sceince,Sceince,normalized_only,normalized_only
starlife assurance company,starlife assurance,manual_map,fuzzy_confirmed
dongmyeongdae,Dongmyeongdae,normalized_only,normalized_only
senior high,Senior High,normalized_only,normalized_only
okuapemman school,Okuapemman School,normalized_only,normalized_only
alsun,Alsun,normalized_only,normalized_only
senior high level,Senior High Level,normalized_only,normalized_only
vi at palo alto,Vi At Palo Alto,normalized_only,normalized_only
lisans,Lisans,normalized_only,normalized_only
georgia technical piedmont college,Georgia Technical Piedmont College,normalized_only,normalized_only
iang ang eng heng a ue,Iang Ang Eng Heng A Ue,normalized_only,normalized_only
law firm,Law Firm,normalized_only,normalized_only
oml africa,Oml Africa,normalized_only,normalized_only
mponua rural bank,mponua rural bank,manual_map,fuzzy_confirmed
naes,Naes,normalized_only,normalized_only
sonam,Sonam,normalized_only,normalized_only
ejisuman secondary school,Ejisuman Secondary School,normalized_only,normalized_only
teague middle,Teague Middle,normalized_only,normalized_only
staley high school,Staley High School,normalized_only,normalized_only
american public university,American Public University,normalized_only,normalized_only
universite bordeaux montaigne,Universite Bordeaux Montaigne,normalized_only,normalized_only
zeepay ghana limited,zeepay,manual_map,fuzzy_confirmed
sissala rural bank ltd,Sissala Rural Bank Ltd,normalized_only,normalized_only
uca,Uca,normalized_only,normalized_only
hagerty high school,Hagerty High School,normalized_only,normalized_only
